pi01    399,478
pi02    447,445
pi03    386,451
pi04    390,428
pi05    370,448
pi06    354,414
pi07    353,460
pi08    363,418
pi09    349,425
pi10    334,436
pi11    349,425
pi12    349,425
pi13    375,486
pi14    349,425
pi15    357,438
pi16    349,425
pi17    364,454
pi18    349,425
pi19    399,436
pi20    349,425
pi21    353,442
pi22    349,425
pi23    349,425
