pi01    387,473
pi02    447,445
pi03    352,460
pi04    390,439
pi05    370,434
pi06    354,439
pi07    341,460
pi08    363,418
pi09    349,449
pi10    334,436
pi11    335,424
pi12    391,433
pi13    375,486
pi14    356,422
pi15    355,431
pi16    352,431
pi17    364,454
pi18    374,449
pi19    399,468
pi20    392,464
pi21    353,453
pi22    358,431
pi23    356,433
